Region Code,Provider Code,Provider Name,Total number of incomplete pathways,Average (median) waiting time (in weeks),Month
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,22855,16.4096774193548,July-2024
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,36300,11.9668174962293,July-2024
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,42688,10.716621253406,July-2024
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,57423,12.1395118733509,July-2024
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,74183,14.7512425447316,July-2024
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,972,9.92307692307692,July-2024
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,49261,13.4557522123894,July-2024
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,43436,16.5444964871194,July-2024
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,28076,14.581956797967,July-2024
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,72695,11.116591146741,July-2024
Y58,RVJ,NORTH BRISTOL NHS TRUST,45732,12.1408966148216,July-2024
Y59,R1C,SOLENT NHS TRUST,220,3.33333333333333,July-2024
Y59,R1F,ISLE OF WIGHT NHS TRUST,14450,15.9016949152542,July-2024
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,38316,15.533,July-2024
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,5346,11.4878048780488,July-2024
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,88048,17.870188003581,July-2024
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,60455,11.9522156967432,July-2024
Y59,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,62696,15.832674571805,July-2024
Y59,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,32583,9.3962573867367,July-2024
Y59,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,52059,14.3429090909091,July-2024
Y59,RN7,DARTFORD AND GRAVESHAM NHS TRUST,31072,11.5169578622816,July-2024
Y59,RPA,MEDWAY NHS FOUNDATION TRUST,43722,17.516228748068,July-2024
Y59,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,18976,14.0032894736842,July-2024
Y59,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,85804,15.004662004662,July-2024
Y59,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,57874,13.7773872290568,July-2024
Y59,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,47889,14.1767600302801,July-2024
Y59,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,85604,17.7979876160991,July-2024
Y59,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,3704,6.25101214574899,July-2024
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,45074,10.3649025069638,July-2024
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,168,6.92857142857143,July-2024
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,54957,15.0883636363636,July-2024
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,48682,15.6724279835391,July-2024
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,133716,21.0719836400818,July-2024
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,2516,4.03191489361702,July-2024
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,58,7.2,July-2024
Y60,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,13528,16.9494680851064,July-2024
Y60,RBK,WALSALL HEALTHCARE NHS TRUST,29865,11.5246516613076,July-2024
Y60,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,30676,15.7835365853659,July-2024
Y60,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,33285,12.3916967509025,July-2024
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,76332,15.0298342541436,July-2024
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,35248,13.1940441882805,July-2024
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,78659,15.0581941544885,July-2024
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,16057,18.3983050847458,July-2024
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,89431,15.6017719218537,July-2024
Y60,RLQ,WYE VALLEY NHS TRUST,24536,15.0542495479204,July-2024
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,17233,13.6129310344828,July-2024
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,48718,14.0963855421687,July-2024
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,26980,11.7387173396675,July-2024
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,41320,12.5062439961575,July-2024
Y60,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,92,6.0,July-2024
Y60,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,26347,14.2344594594595,July-2024
Y60,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST,5060,2.3780487804878,July-2024
Y60,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,15486,16.3018292682927,July-2024
Y60,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,123355,17.2774798927614,July-2024
Y60,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,107494,15.7326546003017,July-2024
Y60,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,71776,16.4060248853962,July-2024
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,113500,14.4403053435115,July-2024
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,61227,15.1755653266332,July-2024
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,89380,14.6451323463437,July-2024
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,77190,15.7827980402831,July-2024
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,49625,18.2311643835616,July-2024
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,15733,12.4265957446809,July-2024
Y61,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,1129,9.19230769230769,July-2024
Y61,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,163071,16.023137254902,July-2024
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,101923,16.4104737070839,July-2024
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",26475,14.400406504065,July-2024
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,36034,24.3217821782178,July-2024
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,89463,14.745320855615,July-2024
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,7277,12.2788944723618,July-2024
Y61,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,79326,17.0057636887608,July-2024
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,30562,17.2695417789757,July-2024
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,34700,14.3824485373781,July-2024
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,64777,13.7003395585739,July-2024
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,87052,16.7684605757197,July-2024
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,36850,17.5059829059829,July-2024
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,319,26.5,July-2024
Y61,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,51474,15.1104838709677,July-2024
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,57740,14.1313775510204,July-2024
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,191122,18.7558981546368,July-2024
Y62,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,45909,14.1568219633943,July-2024
Y62,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,82229,13.5369881109643,July-2024
Y62,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,5509,9.91116751269035,July-2024
Y62,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,23653,15.5232371794872,July-2024
Y62,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,38155,15.3061104582844,July-2024
Y62,RBV,THE CHRISTIE NHS FOUNDATION TRUST,2334,3.91860465116279,July-2024
Y62,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,75123,15.816074653823,July-2024
Y62,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,1171,5.33050847457627,July-2024
Y62,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,16675,18.4148936170213,July-2024
Y62,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,16489,14.8609813084112,July-2024
Y62,RJN,EAST CHESHIRE NHS TRUST,12455,13.6198224852071,July-2024
Y62,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,32168,16.8171641791045,July-2024
Y62,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,144857,16.5389105058366,July-2024
Y62,RMC,BOLTON NHS FOUNDATION TRUST,44590,17.7414075286416,July-2024
Y62,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,20994,13.1460674157303,July-2024
Y62,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",57522,14.8977556109726,July-2024
Y62,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,31220,10.6193236714976,July-2024
Y62,RW4,MERSEY CARE NHS FOUNDATION TRUST,64,2.16666666666667,July-2024
Y62,RW5,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,1559,3.26176470588235,July-2024
Y62,RWJ,STOCKPORT NHS FOUNDATION TRUST,37379,16.6197571743929,July-2024
Y62,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,36377,14.1442577030812,July-2024
Y62,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,34003,14.4689873417722,July-2024
Y62,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,58361,14.7007697241822,July-2024
Y62,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,72330,16.3509458577952,July-2024
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,61527,9.75502990755846,July-2024
Y63,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,35398,12.2099056603774,July-2024
Y63,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,45196,15.2455985915493,July-2024
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,22687,11.6757322175732,July-2024
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,14779,11.9581218274112,July-2024
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,13540,11.7732997481108,July-2024
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,21608,10.125304136253,July-2024
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,32601,12.7819693094629,July-2024
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,93557,12.8930776014109,July-2024
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,46079,14.8253323485968,July-2024
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,38903,13.8034749034749,July-2024
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,57476,13.5580684596577,July-2024
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,11471,10.4927685950413,July-2024
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,86576,12.0913776944705,July-2024
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,102762,10.8255390646878,July-2024
Y63,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,34789,10.0014836795252,July-2024
Y63,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,57239,13.6782682512733,July-2024
Y63,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,20792,9.54719764011799,July-2024
Y63,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,77622,13.9737704918033,July-2024
Y63,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,35336,10.2087410306588,July-2024
Y63,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",210,5.42105263157895,July-2024
Y63,RXF,MID YORKSHIRE TEACHING NHS TRUST,55940,13.7506510416667,July-2024
Y63,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,3363,3.7179802955665,July-2024
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,40893,11.6230665770007,July-2024
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,269,38.7916666666667,July-2024
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,395,17.6875,July-2024
Y56,R1H,BARTS HEALTH NHS TRUST,127656,15.5277691591685,August-2024
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,106377,19.9346364018495,August-2024
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,109184,15.065008291874,August-2024
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,8257,11.743137254902,August-2024
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,24749,12.0363984674329,August-2024
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,30051,15.9064785788924,August-2024
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,38923,14.0699823943662,August-2024
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",64990,12.9495926680244,August-2024
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,139989,15.8612739872068,August-2024
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,70366,15.6551351351351,August-2024
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,35597,11.2665441176471,August-2024
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,66595,12.6569620253165,August-2024
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,98887,15.0782769024472,August-2024
Y56,RKE,WHITTINGTON HEALTH NHS TRUST,20742,12.7554076539101,August-2024
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,8326,10.9664429530201,August-2024
Y56,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,34357,8.48874695863747,August-2024
Y56,RPG,OXLEAS NHS FOUNDATION TRUST,2066,13.3636363636364,August-2024
Y56,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,1896,4.93918918918919,August-2024
Y56,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,62117,13.2986202365309,August-2024
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,35198,11.6641509433962,August-2024
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,74987,14.4023164335664,August-2024
Y56,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,1911,20.5208333333333,August-2024
Y56,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,50566,12.4937185929648,August-2024
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,95603,15.1400222551929,August-2024
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,68724,13.6225352112676,August-2024
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,58506,13.5081967213115,August-2024
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,33982,13.2342704149933,August-2024
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,22514,16.6240208877285,August-2024
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,37521,12.6576830249397,August-2024
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,43175,11.1381469115192,August-2024
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,57590,12.8028653295129,August-2024
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,73262,15.1119153674833,August-2024
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,917,9.94444444444444,August-2024
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,49780,14.1916524701874,August-2024
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,43549,17.4278803869833,August-2024
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,29422,14.8897637795276,August-2024
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,72534,11.5845614035088,August-2024
Y58,RVJ,NORTH BRISTOL NHS TRUST,45484,12.2210031347962,August-2024
Y59,R1C,SOLENT NHS TRUST,253,3.23214285714286,August-2024
Y59,R1F,ISLE OF WIGHT NHS TRUST,15005,15.8099273607748,August-2024
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,38038,16.3989361702128,August-2024
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,5665,10.9242424242424,August-2024
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,86923,18.3383202099738,August-2024
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,59644,12.7948860478043,August-2024
Y59,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,62959,16.2096134786918,August-2024
Y59,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,32676,10.1323529411765,August-2024
Y59,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,52409,15.0203101920236,August-2024
Y59,RN7,DARTFORD AND GRAVESHAM NHS TRUST,30998,11.8167170191339,August-2024
Y59,RPA,MEDWAY NHS FOUNDATION TRUST,43388,17.9084905660377,August-2024
Y59,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,18735,14.9123263888889,August-2024
Y59,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,87648,15.5604622368964,August-2024
Y59,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,58984,14.6162514827995,August-2024
Y59,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,47739,14.1404332129964,August-2024
Y59,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,88084,17.6567024754787,August-2024
Y59,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,3637,6.35635359116022,August-2024
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,45183,11.1199136868064,August-2024
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,157,6.81578947368421,August-2024
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,55878,15.7674750356633,August-2024
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,47397,16.3494342906876,August-2024
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,130220,21.6442917547569,August-2024
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,2215,4.45529801324503,August-2024
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,46,9.4,August-2024
Y60,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,13582,16.9685534591195,August-2024
Y60,RBK,WALSALL HEALTHCARE NHS TRUST,30373,12.1948640483384,August-2024
Y60,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,30188,15.9181360201511,August-2024
Y60,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,33188,12.9739837398374,August-2024
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,74495,15.7421998942359,August-2024
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,35163,13.5232095490716,August-2024
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,81463,15.3866635249764,August-2024
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,16244,18.5026595744681,August-2024
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,88651,16.5761408730159,August-2024
Y60,RLQ,WYE VALLEY NHS TRUST,24400,15.4715025906736,August-2024
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,17633,14.2554240631164,August-2024
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,49710,14.8881239242685,August-2024
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,28321,11.776213592233,August-2024
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,41180,12.6863330843913,August-2024
Y60,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,93,5.875,August-2024
Y60,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,25968,14.9778067885117,August-2024
Y60,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST,4886,3.0,August-2024
Y60,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,15709,16.4118541033435,August-2024
Y60,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,121821,17.6719216727514,August-2024
Y60,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,107568,16.0008406893653,August-2024
Y60,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,71952,17.3457269700333,August-2024
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,114060,15.2388922702374,August-2024
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,61746,15.6786922209696,August-2024
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,88622,15.2168256721596,August-2024
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,76871,16.0691558441558,August-2024
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,50364,19.7888332140301,August-2024
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,15622,13.3247863247863,August-2024
Y61,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,999,9.77906976744186,August-2024
Y61,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,168967,17.491654913023,August-2024
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,100897,17.2193609022556,August-2024
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",26898,15.1438547486034,August-2024
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,32318,24.817223198594,August-2024
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,91166,15.4825258141382,August-2024
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,7276,12.5229007633588,August-2024
Y61,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,78357,17.3423502036067,August-2024
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,32495,16.3731707317073,August-2024
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,33883,14.4048423423423,August-2024
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,64246,14.4892379290285,August-2024
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,86741,17.5389908256881,August-2024
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,36248,18.2324263038549,August-2024
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,314,28.2,August-2024
Y61,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,49891,15.0832766825289,August-2024
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,56556,15.0466101694915,August-2024
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,192692,18.8902525371725,August-2024
Y62,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,46649,14.5198886237072,August-2024
Y62,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,82939,14.3951574988246,August-2024
Y62,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,5504,10.8778280542986,August-2024
Y62,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,23578,16.1969407265774,August-2024
Y62,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,39446,15.6825749167592,August-2024
Y62,RBV,THE CHRISTIE NHS FOUNDATION TRUST,2485,4.21615720524018,August-2024
Y62,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,75211,16.7552473763118,August-2024
Y62,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,1147,6.41911764705882,August-2024
Y62,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,16466,18.1724137931034,August-2024
Y62,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,16793,15.0369198312236,August-2024
Y62,RJN,EAST CHESHIRE NHS TRUST,12323,14.3726993865031,August-2024
Y62,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,33368,17.6774595267746,August-2024
Y62,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,145463,17.4606822781151,August-2024
Y62,RMC,BOLTON NHS FOUNDATION TRUST,44055,17.9382775119617,August-2024
